Parent Category,Category,Part Number,Long Description,MSRP/Trade Price,Sales Price,Future MSRP/Trade Price,Future MSRP/Trade Price Effective Date,Future Sales Price,Future Sales Price Effective Date,Minimum Order Quantity,Product Status,Agency,COO,UPC
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VWN-A,Strobe White none Amber Lens,$83.84,$41.08,,,,,1,,,CN,79301606260
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VWN-B,Strobe White none Blue Lens,$83.84,$41.08,,,,,1,,,CN,79301606262
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VWN-G,Strobe White none Green Lens,$83.84,$41.08,,,,,1,,,CN,79301606263
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,G4VWN-R,Strobe White none Red Lens,$83.84,$41.08,,,,,1,,,CN,79301606261
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFRF-S2VMCH,Genesis High Fidelity Ceiling Speaker-strobe red fire marking 25V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604899
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFRF-S7VMCH,Genesis High Fidelity Ceiling Speaker-strobe red fire marking 70V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604905
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFRN-S2VMCH,Genesis High Fidelity Ceiling Speaker-strobe red no marking 25V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604897
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFRN-S7VMCH,Genesis High Fidelity Ceiling Speaker-strobe red no marking 70V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604903
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWA-S2VMA,Genesis High Fidelity Ceiling Speaker-strobe white alert marking 25V visual multi-candela amber lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC UL,CN,79301604912
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWA-S2VMAH,Genesis High Fidelity Ceiling Speaker-strobe white alert marking 25V visual multi-candela amber lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301605057
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWA-S2VMCH,Genesis High Fidelity Ceiling Speaker-strobe white alert marking 25V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604902
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWA-S7VMA,Genesis High Fidelity Ceiling Speaker-strobe white alert marking 70V visual multi-candela amber lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC UL,CN,79301604916
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWA-S7VMAH,Genesis High Fidelity Ceiling Speaker-strobe white alert marking 70V visual multi-candela amber lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301605059
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWA-S7VMCH,Genesis High Fidelity Ceiling Speaker-strobe white alert marking 70V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604908
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWF-S2VMC,Genesis High Fidelity Ceiling Speaker-strobe white fire marking 25V visual multi-candela clear lens,$138.63,$67.92,,,,,1,Discontinued Item,ULC UL,CN,79301604888
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWF-S2VMCH,Genesis High Fidelity Ceiling Speaker-strobe white fire marking 25V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604900
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWF-S7VMC,Genesis High Fidelity Ceiling Speaker-strobe white fire marking 70V visual multi-candela clear lens,$138.63,$67.92,,,,,1,Discontinued Item,ULC UL,CN,79301604894
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWF-S7VMCH,Genesis High Fidelity Ceiling Speaker-strobe white fire marking 70V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604906
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWN-S2VMA,Genesis High Fidelity Ceiling Speaker-strobe white no marking 25V visual multi-candela amber lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC UL,CN,79301604910
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWN-S2VMAH,Genesis High Fidelity Ceiling Speaker-strobe white no marking 25V visual multi-candela amber lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301605058
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWN-S2VMCH,Genesis High Fidelity Ceiling Speaker-strobe white no marking 25V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604898
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWN-S7VMA,Genesis High Fidelity Ceiling Speaker-strobe white no marking 70V visual multi-candela amber lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC UL,CN,79301604914
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWN-S7VMAH,Genesis High Fidelity Ceiling Speaker-strobe white no marking 70V visual multi-candela amber lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301605060
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWN-S7VMB,Genesis High Fidelity Ceiling Speaker-strobe white no marking 70V visual multi-candela blue lens,$143.43,$70.28,,,,,1,Discontinued Item,ULC CSFM FM MEA UL,CN,79301605056
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWN-S7VMBH,Genesis High Fidelity Ceiling Speaker-strobe white no marking 70V visual multi-candela blue lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC CSFM FM MEA UL,CN,79301605061
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCHFWN-S7VMCH,Genesis High Fidelity Ceiling Speaker-strobe white no marking 70V visual multi-candela clear lens High CD,$161.78,$79.27,,,,,1,Discontinued Item,ULC UL,CN,79301604904
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVRA-A,Mass Notification Ceiling Speaker/Strobe 90cd Red ALERT Marking Amber,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606510
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVWA-A,Mass Notification Ceiling Speaker/Strobe 90cd White ALERT Marking Amber,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606511
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVWA-B,Mass Notification Ceiling Speaker/Strobe 50cd White ALERT Marking Blue,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606512
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVWA-G,Mass Notification Ceiling Speaker/Strobe 75cd White ALERT Marking Green,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606513
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVWA-R,Mass Notification Ceiling Speaker/Strobe 15cd White ALERT Marking Red,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606514
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVWN-A,Mass Notification Ceiling Speaker/Strobe 90cd White No Marking Amber,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606515
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVWN-B,Mass Notification Ceiling Speaker/Strobe 50cd White No Marking Blue,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606516
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVWN-G,Mass Notification Ceiling Speaker/Strobe 75cd White No Marking Green,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606517
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCSVWN-R,Mass Notification Ceiling Speaker/Strobe 15cd White No Marking Red,$156.68,$76.77,,,,,1,,ULC FM UL,CN,79301606518
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVRA-A,Mass Notification Ceiling Strobe 90cd Red ALERT Marking Amber,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606519
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVWA-A,Mass Notification Ceiling Strobe 90cd White ALERT Marking Amber,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606520
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVWA-B,Mass Notification Ceiling Strobe 50cd White ALERT Marking Blue,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606521
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVWA-G,Mass Notification Ceiling Strobe 75cd White ALERT Marking Green,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606522
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVWA-R,Mass Notification Ceiling Strobe 15cd White ALERT Marking Red,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606523
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVWN-A,Mass Notification Ceiling Strobe 90cd White No Marking Amber,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606524
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVWN-B,Mass Notification Ceiling Strobe 50cd White No Marking Blue,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606525
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVWN-G,Mass Notification Ceiling Strobe 75cd White No Marking Green,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606526
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCVWN-R,Mass Notification Ceiling Strobe 15cd White No Marking Red,$96.44,$47.26,,,,,1,,ULC FM UL,CN,79301606527
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWA-VMA,GC Ceiling Standard Range Strobe White Housing Alert Markings Amber Lens,$100.04,$45.03,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603886
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWA-VMC,GC Ceiling Standard Range Strobe White Housing Alert Markings Clear Lens,$100.04,$45.03,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603885
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWA-VMHA,GC Ceiling High Range Strobe White Housing Alert Markings Amber Lens,$119.68,$53.83,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603888
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWA-VMHC,GC Ceiling High Range Strobe White Housing Alert Markings Clear Lens,$119.68,$53.83,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603887
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWN-VMA,GC Ceiling Standard Range Strobe White Housing No Markings Amber Lens,$100.04,$45.01,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603900
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWN-VMB,Gensis Ceiling Strobe white no markings 15 30 75 95 cd blue lens,$165.29,$81.01,,,,,1,Discontinued Item,ULC CSFM FM MEA UL,CN,79301605062
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWN-VMBH,Gensis Ceiling Strobe white no markings 15 30 75 95 cd blue lens High CD,$184.04,$90.17,,,,,1,Discontinued Item,ULC CSFM FM MEA UL,CN,79301605063
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWN-VMC,GC Ceiling Standard Range Strobe White Housing No Markings Clear Lens,$100.04,$45.01,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603899
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWN-VMHA,GC Ceiling High Range Strobe White Housing No Markings Amber Lens,$119.68,$53.83,,,,,1,Discontinued Item,FDNY ULC CB CC UL,CN,79301603902
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GCWN-VMHC,GC Ceiling High Range Strobe White Housing No Markings Clear Lens,$119.68,$53.83,,,,,1,,FDNY ULC CB CC UL,CN,79301603901
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GSA-CC1S,Single Input (Riser) Module. Features a built-in RING TONE generator; use for switching a single signal or audio circuit also includes strobe synchronization,$227.80,$113.90,,,,,1,,FDNY ULC CB CC CSFM UL,MX,77888400920
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,GSA-MCC1S,Single Input (Riser) Module - UIO Mount. Includes strobe synchronization,$227.80,$113.90,,,,,1,,FDNY ULC CB CC CSFM UL,MX,77888400922
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,HPSA15G2570,15-watt loudspeaker Gray,$252.32,$113.54,,,,,1,,FDNY ULC CB CC UL,US,79301700597
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,HPSA15R2570,15-watt loudspeaker Red,$252.32,$113.54,,,,,1,,FDNY ULC CB CC UL,US,79301700598
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-3ARW,30 cd Re-entrant Speaker/Strobe - 70V White. Strobe: UL 1971 Listed @ 30 cd  inchFIRE inch wall orientation.,$284.19,$127.88,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400689
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-3AT,Horn Strobe,$248.81,$111.98,,,,,1,,,CN,77888400800
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-7AR,15/75 cd Re-entrant Speaker/Strobe - 70V Red. Strobe: UL 1971 Listed @ 15 cd (75 cd on-axis per ADA/UL1638)  inchFIRE inch wall orientation.,$284.19,$146.16,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400614
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-7AR2,15/75 cd Re-entrant Speaker/Strobe - 25V Red. Strobe: UL 1971 Listed @ 15 cd (75 cd on-axis per ADA/UL1638)  inchFIRE inch wall orientation.,$284.19,$146.16,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400678
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-7AR2W,15/75 cd Re-entrant Speaker/Strobe - 25V White. Strobe: UL 1971 Listed @ 15 cd (75 cd on-axis per ADA/UL1638)  inchFIRE inch wall orientation.,$284.19,$146.16,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400679
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-7ARW,15/75 cd Re-entrant Speaker/Strobe - 70V White. Strobe: UL 1971 Listed @ 15 cd (75 cd on-axis per ADA/UL1638)  inchFIRE inch wall orientation.,$284.19,$146.16,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400615
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-7AS,15/75 cd Speaker/Strobe - 70V Red. Strobe: UL 1971 Listed @ 15 cd (75 cd on-axis per ADA/UL1638)  inchFIRE inch wall orientation.,$208.09,$93.66,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400682
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-7AS2,Speaker-Strobe 15/75cd Red,$208.09,$93.66,,,,,1,,ULC UL,CN,77888400668
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-7AT,15/75 cd Temporal Horn/Strobe - 24 Vdc Red. UL1971 Listed @ 15 cd (75 cd On Axis Per ADA/UL 1638)  inchFIRE inch Wall Orientation,$252.18,$113.48,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400798
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-7ATW,15/75 cd Temporal Horn/Strobe - 24 Vdc White. UL1971 Listed @ 15 cd (75 cd On Axis Per ADA/UL 1638)  inchFIRE inch Wall Orientation.,$252.18,$113.48,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400799
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-8AR,110 cd Re-entrant Speaker/Strobe - 70V Red. Strobe: Meets sleeping area requirement. UL 1971 Listed @ 110 cd  inchFIRE inch wall orientation.,$288.09,$129.63,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400686
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-8AR2,110 cd Re-entrant Speaker/Strobe - 25V Red. Strobe: Meets sleeping area requirement. UL 1971 Listed @ 110 cd  inchFIRE inch wall orientation.,$321.09,$144.51,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400674
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-8ARW,110 cd Re-entrant Speaker/Strobe - 70V White. Strobe: Meets sleeping area requirement. UL 1971 Listed @ 110 cd  inchFIRE inch wall orientation.,$288.09,$129.63,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400687
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-8AS2W,Speaker-Strobe 110cd White,$321.09,$144.51,,,,,1,,ULC UL,CN,77888400671
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-8AT,110 cd Temporal Horn/Strobe - 24 Vdc Red. UL1971 Listed @ 110 cd  inchFIRE inch Wall Orientation. Meets Sleeping Area Requirements,$252.18,$113.48,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400802
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-8ATW,110 cd Temporal Horn/Strobe - 24 Vdc White. UL1971 Listed @ 110 cd  inchFIRE inch Wall Orientation. Meets Sleeping Area Requirements.,$252.18,$113.48,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400803
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-S,Speaker (70V) - Cone Type Red,$113.67,$51.18,,,,,1,,FDNY ULC CB CSFM MEA UL,CN,77888400608
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-T,Temporal Horn Self-synchronized - 24 Vdc Red,$81.03,$36.45,,,,,1,,CSFM FM MEA UL,CN,77888400794
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,INT-TW,Temporal Horn Self-synchronized - 24 Vdc White,$81.03,$36.45,,,,,1,,CSFM FM MEA UL,CN,77888400795
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,MS-7AR,15/75 cd Synchronized Strobe RedD. UL1971 Listed @ 15 cd (75 cd On Axis Per ADA/UL 1638)  inchFIRE inch Wall Orientation.,$165.11,$74.32,,,,,1,,FDNY ULC CB CSFM FM MEA UL,CN,77888400627
Speakers Strobes Horns Bells and Chimes,Indoor Rated Signals,MS-7AW,15/75 cd Synchronized Strobe White. UL1971 Listed @ 15 cd (75 cd On Axis Per ADA/UL 1638)  inchFIRE inch Wall Orientation.,$165.11,$74.32,,,,,1,,FDNY ULC CB CSFM FM MEA UL,CN,77888400628
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,116DEGEX-FJ,Edwards' 116 Class Genesis Explosionproof fire alarm strobe is designed for use in Class I Division 1 and 2 explosion proof and hazardous location applications.  ,$2483.94,$1217.13,,,,,1,,CC,US,78264022105
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,116DEXMSTC-FJ,Explosionproof Strobe Diode Polarized Clear.  65 fpm. Mtg bracket ordered separately.  Clear Lens. 16 - 33V DC.,$2887.61,$1414.93,,,,,1,Discontinued Item,,US,78264022073
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,2447TH-R,2400 Series Fire Alarm Temporal Horn.  24V DC,$73.85,$36.19,,,,,1,,,CN,78264009000
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,2447TH-W,2400 Series Fire Alarm Temporal Horn.  24V DC,$73.85,$36.19,,,,,1,,,CN,78264009002
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,2452THS-110-R,Strobe Fire Alarm Signal 110 CD Red,$246.75,$120.91,,,,,1,,,CN,78264009016
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,2452THS-110-W,2400 Series Fire Alarm Temporal Horn/Strobe.  24V DC.  110 cd strobe.,$246.75,$120.91,,,,,1,,,CN,78264009018
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,2452THS-15/75-R,Strobe Fire Alarm Signal 15/75 CD Red,$246.75,$120.91,,,,,1,,,CN,78264009012
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,2452THS-30-R, HORN/STROBE TEMPORAL           ,$246.75,$120.91,,,,,1,,,CN,78264009008
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,2452THS-30-W, HORN/STROBE TEMPORAL           ,$246.75,$120.91,,,,,1,,,CN,78264009010
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,439DEX-10AW,439DEX Series 10 inch explosionproof Fire Alarm vibrating bell Polarized 89dB at 10ft Gray 20-24VDC Indoor Class 1 Div 1-2 Grp B C D Class 2 Div 1-2 Grp E F G Class 3 Wall or Ceiling Mount,$1908.18,$935.01,,,,,1,,CC UL cUL,MX,78264024606
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,439DEX-10AW-R,439DEX Series 10 inch explosionproof Fire Alarm vibrating bell Polarized 89dB at 10ft Red 20-24VDC Indoor Class 1 Div 1-2 Grp B C D Class 2 Div 1-2 Grp E F G Class 3 Wall or Ceiling Mount,$1908.18,$935.01,,,,,1,,,MX,78264024609
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,439DEX-6AW,439DEX Series 6 inch explosionproof Fire Alarm vibrating bell Polarized 83dB at 10ft Gray 20-24VDC Indoor Class 1 Div 1-2 Grp B C D Class 2 Div 1-2 Grp E F G Class 3 Wall or Ceiling Mount,$1529.63,$749.52,,,,,1,,,MX,78264024602
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,439DEX-6AW-R,439DEX Series 6 inch explosionproof Fire Alarm vibrating bell Polarized 83dB at 10ft Red 20-24VDC Indoor Class 1 Div 1-2 Grp B C D Class 2 Div 1-2 Grp E F G Class 3 Wall or Ceiling Mount,$1529.63,$749.52,,,,,1,,,MX,78264024607
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,439DEX-8AW,439DEX Series 8 inch explosionproof Fire Alarm vibrating bell Polarized 86dB at 10ft Gray 20-24VDC Indoor Class 1 Div 1-2 Grp B C D Class 2 Div 1-2 Grp E F G Class 3 Wall or Ceiling Mount,$1663.65,$815.19,,,,,1,,CC UL cUL,MX,78264024604
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,439DEX-8AW-R,439DEX Series 8 inch explosionproof Fire Alarm vibrating bell Polarized 86dB at 10ft Red 20-24VDC Indoor Class 1 Div 1-2 Grp B C D Class 2 Div 1-2 Grp E F G Class 3 Wall or Ceiling Mount,$1663.65,$815.19,,,,,1,,,MX,78264024608
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,4MS-5AR,15 cd Synchronized Strobe Red. Strobe: UL1971 Listed @ 15 cd  inchFIRE inch Wall Orientation,$181.61,$81.75,,,,,1,Discontinued Item,FDNY ULC CB CSFM FM MEA UL,CN,77888400637
Speakers Strobes Horns Bells and Chimes,Weatherproof/Hazardous Location,4MS-7AR,15/75 cd Synchronized Strobe Red. UL1971 Listed @ 15 cd (75 cd On Axis Per ADA/UL 1638)  inchFIRE inch Wall Orientation.,$158.82,$71.49,,,,,1,,FDNY ULC CB CSFM FM MEA UL,CN,77888400641
