Parent Category,Category,Part Number,Long Description,MSRP/Trade Price,Sales Price,Future MSRP/Trade Price,Future MSRP/Trade Price Effective Date,Future Sales Price,Future Sales Price Effective Date,Minimum Order Quantity,Product Status,Agency,COO,UPC
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-CBL-DC,ADX V DAS Remote Unit Power Supply DC Cable,$184.96,$123.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-CBL-DC-16,16ft DC power cable for MPR-ORU to MPR-RAM,$216.54,$144.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-N4X-CBL-AC,6ft AC Power Cable for ADXV-R-3378P-N4X or ADXV-R-25VU-N4X,$184.96,$123.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-N4X-CBL-AC-12,12ft AC Power Cable for ADXV-R-3378P-N4X or ADXV-R-25VU-N4X,$246.62,$164.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-N4X-RMK,19? Rack Mount Kit for ADXV-R-3378P-N4X or ADXV-R-25VU-N4X,$803.01,$534.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-ORU-CBL-10,ADX V DAS Remote Unit 10 ft SC/APC to SC/APC Optic Jumper Cable between ODU and ORU,$380.45,$253.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-ORU-CBL-20,ADX V DAS Remote Unit 20 ft SC/APC to SC/APC Optic Jumper Cable between ODU and ORU,$309.77,$206.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-ORU-CBL-20-S1,20ft Fiber Optic Jumper Cable between ODU and ORU - Proprietary SC/APC to LC/UPC connector,$350.38,$233.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-ORU-CBL-20-S2,20ft Fiber Optic Jumper Cable between ODU and ORU - Proprietary SC/APC to LC/APC connector,$566.92,$377.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-ORU-CBL-30-S1,30ft Fiber Optic Jumper Cable between ODU and ORU - Proprietary SC/APC to LC/UPC connector,$371.43,$247.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-ORU-CBL-30-S2,30ft Fiber Optic Jumper Cable between ODU and ORU - Proprietary SC/APC to LC/APC connector,$596.99,$397.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),DAS Spare Parts,ADXV-R-PSU-CBL-DC,ADXV DC power cable between ADXV-R-PSU and ADXV-R-ORU or ADXV MPR Amplifier Module,$144.36,$96.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Modem,IX20-0AG4,Digi IX20-0AG4 4G LTE router,$1637.59,$1089.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Modem,WR21-HUB,8 Port 10/100MbP Fast Ethernet Switch,$103.76,$69.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,AD-CB-6-F1D,DC POWER CABLE FOR AXM-ICS REPEATERS,$123.31,$82.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-2PLX-1900-4310,Duplexer (PCS 1900 MHz) (4.3-10 Female) (PIM: -153dBc @ 2*20W),$618.05,$411.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-2PLX-2100-4310,Duplexer (AWS 2100 MHz) (4.3-10 Female) (PIM: -153dBc @ 2*20W),$618.05,$411.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-2PLX-700F-4310,Duplexer (700 MHz)?(4.3-10 Female) (PIM: -153dBc @ 2*20W),$1030.08,$685.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-2PLX-850-4310,Duplexer (Cellular 850 MHz)?(4.3-10 Female) (PIM: -153dBc @ 2*20W),$618.05,$411.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-2WS-20W-N-LPIM,2 Way Divider (650~2700 MHz 20 W) (Low PIM),$184.96,$123.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-2WS-4310-X,2-Way Splitter (600~4200 MHz 200 W) (4.3-10 Female) (PIM: -161dBc @ 2*20W),$288.72,$192.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-3WS-20W-N-LPIM,3-Way Divider (650MHz~2.7GHz 20 W),$246.62,$164.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-4WS-20W-N-LPIM,4 Way Divider (650~2700 MHz 20 W)??,$309.77,$206.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBU-CBL-11,ADRF-BBU Cable from 1 BBU to 1 ADRF Active Modules,$165.41,$110.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBU-CBL-14,ADRF-BBU Cable from 1 BBU to 4 ADRF Active Modules,$309.77,$206.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBU-CBL-21,ADRF-BBU Cable from 2 BBU to 1 ADRF Active Modules,$206.02,$137.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBU-CNV-34,3-pin (ADX-R-CHA-N4X) to 4-pin (ADRF-BBx) cable,$473.68,$315.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBU-CNV-42,4-pin (Male) to 2-pin (Female) Battery Backup Cable,$165.41,$110.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-CBL-11,ADRF-BBX Cable from 1 BBX to 1 ADRF Active Modules,$165.41,$110.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-CBL-12,ADRF-BBX Cable from 1 BBX to 2 ADRF Active Modules,$535.34,$356.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-CBL-12-S1,ADRF-BBX cables to split 1 BBL/BBS (4-pin) to 1 ADRF device (4-pin) + 1 ADXV-R-PSU-AC,$577.44,$384.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-CBL-13-S1,ADRF-BBX cables to split 1 BBL/BBS (4-pin) to 3 ADRF devices (4-pin),$783.46,$521.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-CBL-21P,ADRF-BBX Cable from 2 BBU to 1 ADRF Active Module (Parallel),$535.34,$356.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-CBL-21S,ADRF-BBX Cable from 2 BBU to 1 ADRF Active Module (Serial),$535.34,$356.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-U-CBL-11,ADRF-BBX Cable for the PSR-U Series from 1 BBU to 1 ADRF Active Module,$267.67,$178.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-U-CBL-21P,ADRF-BBX Cable for the PSR-U Series from 2 BBU to 1 ADRF Active Module (Parallel),$515.79,$343.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BBX-U-CBL-21S,ADRF-BBX Cable for the PSR-U Series from 2 BBU to 1 ADRF Active Module (Series),$515.79,$343.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-BSF-14,ADRF Band-Stop Filter for Band14,$6181.95,$4111.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-CBC-700-2600-4310,CROSSBAND COUPLER (LOW: 698~940 MHZ; HIGH: 1710~2690 MHZ) (4.3-10 Female) (PIM: -153dBc @ 2*20W),$473.68,$315.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-CBC-700-2600-LPIM,CROSSBAND COUPLER (LOW: 698~940 MHZ; HIGH: 1850~2600 MHZ).  LOW INSERTION LOSS (0.4 dB) LOW PIM (153 dBc @ 2 tone x 43 dBm). N-TYPE FEMALE CONNECTORS,$309.77,$206.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-CBC-80-2700-S,Low PIM Cross-Band Coupler (LOW 698~2170MHz HIGH 2400~2690MHz),$968.42,$644.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-CHC-800/1900,ADRF Channel Combiner (800/1900 MHZ),$144.36,$96.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-DCPL-10-4310-X,10dB Directional Coupler (600~4200 MHz 200 W) (4.3-10 Female) (PIM: -161dBc @ 2*20W),$390.98,$260.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-DCPL-10-N-LPIM,Directional Coupler (10 dB 650~2700 MHz 20 W)???,$246.62,$164.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-DCPL-6-4310-X,6dB Directional Coupler (600~4200 MHz 200 W) (4.3-10 Female) (PIM: -161dBc @ 2*20W),$309.77,$206.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-DCPL-6-N-LPIM,Directional Coupler (6 dB 650~2700 MHz 20 W)??,$165.41,$110.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-DIPX-N77LH-4310,ADRF C-BAND DIPLEXER (3.45~3.55GHZ / 3.7~3.98GHZ),$824.06,$548.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-HCPL-3-N-LPIM,Hybrid Coupler (3 dB 698~2700 MHz 100 W),$350.38,$233.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MOD-CPL-KIT,MODEM COUPLING KIT FOR DIGI TRANSPORT WR21 EXTERNAL MODEM.  INCLUDES 10 DB COUPLER N(M) TO N(M) JUMPER CABLE AND N(M) TO SMA(M) JUMPER CABLE.,$350.38,$233.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-U-1,DL:382~512MHz / UL: 382~512MHz / IP50 / 4.5~10MHz,$3000.00,$1995.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-U-2,DL:382~512MHz / UL: 382~512MHz / IP50 / 2.75~4.5MHz,$3000.00,$1995.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-U-3,DL:382~512MHz / UL: 382~512MHz / IP50 / 1.2~2.75MHz,$3800.00,$2527.00,,,,,1,Discontinued Item,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-U-4,DL:382~512MHz / UL: 382~512MHz / IP66 / 4.5~10MHz,$4533.83,$3015.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-U-5,DL:382~512MHz / UL: 382~512MHz / IP66 / 2.75~4.5MHz,$4800.00,$3192.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-U-6,DL:382~512MHz / UL: 382~512MHz / IP66 / 1.2~2.75MHz,$5600.00,$3724.00,,,,,1,Discontinued Item,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-V-1,136~174MHz / IP50 / > 4.5MHz,$5625.56,$3741.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-V-2,136~174MHz / IP50 / 2.75~4.5MHz,$5625.56,$3741.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-V-3,136~174MHz / IP50 / 1.2~2.75MHz,$6757.89,$4494.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-V-4,136~174MHz / IP66 / > 4.5MHz,$6757.89,$4494.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-V-5,136~174MHz / IP66 / 2.75~4.5MHz,$7500.75,$4988.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-MPLX-V-6,136~174MHz / IP66 / 1.2~2.75MHz,$8242.11,$5481.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-PA-5A/6V,Field replaceable power adapter for Delos201 and Epoch-M: Input 100-240V 50-60Hz 1A; Output: 6V 5A,$309.77,$206.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,ADRF-TRM-4310-1W,1W RATED 4.3-10 TYPE TERMINATOR FOR ADXV-R-CHC-U,$93.23,$62.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,CBL-AC-6-Y2S-FMA,AC POWER CABLE FOR ADX HPR AXM ICS ETC. (6 FT),$123.31,$82.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-LWR200-82-NMS-NMS,82FT: 1/4 LWR-200 COAXIAL CABLE,$123.31,$82.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,J-RG142-10-NMS-NMS,10ft RG142 N-type Male to N-type Male RF Jumper Cable?,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF074-10-BMR-BMR,10 FT SMB MALE (RIGHT ANGLE) TO SMB MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF074-1H-BMR-BMR,1.5 FT SMB MALE (RIGHT ANGLE) TO SMB MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF074-26-BMR-BMR,26 FT SMB MALE (RIGHT ANGLE) TO SMB MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$123.31,$82.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF074-2-BMR-BMR,2 FT SMB MALE (RIGHT ANGLE) TO SMB MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$40.60,$27.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF074-2-SMR-SMR,2 FT SMA MALE (RIGHT ANGLE) TO SMA MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$40.60,$27.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF074-3-BMR-BMR,3 FT SMB MALE (RIGHT ANGLE) TO SMB MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$40.60,$27.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF074-5-BMR-BMR,5 FT SMB MALE (RIGHT ANGLE) TO SMB MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-10-DMS-NFS,10ft DIN Male (straight) to N Female (straight) Low PIM Jumper Cable,$103.76,$69.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-1H-4MR-4MR,1.5 FT 4.3-10 MALE (RIGHT ANGLE) TO 4.3-10 MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-1H-4MR-NMR,1.5 FT 4.3-10 MALE (RIGHT ANGLE) TO N MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-1H-4MS-NFS,1.5 FT 4.3-10 (M) STRAIGHT to N (F) STRAIGHT,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-1H-NMR-NMR,1.5 FT N MALE (RIGHT ANGLE) TO N MALE (RIGHT ANGLE) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-2-4MS-4FS,2 FT 4.3-10 Male (Straight) TO 4.3-10 Female (Straight) low PIM jumper cable.,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-4MR-4MR,3 FT 4.3-10 MALE (RIGHT) TO 4.3-10 MALE (RIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-4MS-4MS,3 FT 4.3-10 MALE (STRAIGHT) TO 4.3-10 MALE (STRAIGHT) LOW PIM JUMPER CABLE,$67.67,$45.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-4MS-SMS,3 FT 4.3-10 MALE (STRAIGHT) TO SMS MALE (STRAIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-MMR-NMR,3ft Mini DIN Male (right angle) to N Male (right angle) Low PIM Jumper Cable,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-NFS-NFS,3 FT N FEMALE (STRAIGHT) TO N FEMALE (STRAIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-NMS-NFS,3 FT N MALE (STRAIGHT) TO N FEMALE (STRAIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-NMS-NMS,3 FT N MALE (STRAIGHT) TO N MALE (STRAIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-NMS-SMS,3 FT N MALE (STRAIGHT) TO SMA MALE (STRAIGHT) LOW PIM JUMPER CABLE,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-3-SMS-SMS,3 FT N MALE (STRAIGHT) TO SMA MALE (STRAIGHT) LOW PIM JUMPER CABLE,$40.60,$27.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-4MS-4MS,6 FT 4.3-10 MALE (STRAIGHT) TO 4.3-10 MALE (STRAIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-4MS-NMS,6 FT 4.3-10 MALE (STRAIGHT) TO N MALE (STRAIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-4MS-SMS,6 FT 4.3-10 Male (Straight) TO SMA Male (Straight) Low PIM Jumper Cable,$61.65,$41.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-DMS-4MS,6 FT DIN MALE (STRAIGHT) TO 4.3-10 MALE (STRAIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-DMS-DMS,6ft DIN Male (straight) to DIN Male (straight) Low PIM Jumper Cable,$103.76,$69.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-DMS-NMS,6ft DIN Male (straight) to N Male (straight) Low PIM Jumper Cable,$103.76,$69.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-MMR-NFS,6ft Mini DIN Male (right angle) to N Female (straight) Low PIM Jumper Cable,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-MMR-NMR,6ft Mini DIN Male (right angle) to N Male (right angle) Low PIM Jumper Cable ,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-NMS-NMS,6 FT N MALE (STRAIGHT) TO N MALE (STRAIGHT) LOW PIM JUMPER CABLE,$82.71,$55.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-NMS-SMS,6 FT N MALE (STRAIGHT) TO SMA MALE (STRAIGHT) LOW PIM JUMPER CABLE,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF141-6-SMS-SMS,6 FT N MALE (STRAIGHT) TO SMA MALE (STRAIGHT) LOW PIM JUMPER CABLE,$61.65,$41.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,J-SF500-6-DMS-DMS,6ft Superflex DIN Male to DIN Male Jumper Cable,$227.07,$151.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Passive Component,PSR-78-8527-BBX-U-CBL,10FT: ADRF-BBX-U CABLE FROM 1 BBX-U TO PSR-78-8527-PKG,$184.96,$123.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,ADRF-MPLX-U-3A,*CUSTOM PART ~4-6 WK LEAD TIME ARO* DL:380~512MHz / UL: 380~512MHz / IP50 / 1.70~2.75MHz,$3915.79,$2604.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,ADRF-MPLX-U-3B,*CUSTOM PART ~4-6 WK LEAD TIME ARO* DL:380~512MHz / UL: 380~512MHz / IP50 / 0.78~1.70MHz,$3915.79,$2604.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,ADRF-RB47K-B20-X,47K OHM Resistor Board 20 PIN Black Connector use with X-VERSION Products,$103.76,$69.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,ADRF-RB47K-W20-X,47K OHM Resistor Board 20 PIN White Connector use with X-VERSION Products,$103.76,$69.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,ADRF-RB47K-W26-U,47K OHM Resistor Board 26 PIN White Connector use with U-VERSION Products,$123.31,$82.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-8527,Public Safety 700/800 MHz Class B Repeater (27 DBM Output 85 DB Gain UL 62368-01),$8242.11,$5481.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-8527-AAI-CBL,Dry Contact Alarm Cable for PSR-78-8527-PKG,$184.96,$123.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-8527-DC-CBL,ADRF-BBX-U cables for PSR-78-8527-PKG (6-pin to 2-pin),$123.31,$82.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-8527-PKG,Public Safety 700/800 MHZ Class B Repeater (27 DBM Output 85 DB Gain UL 62368-01) with PSR-ANN-L Annunciator (Support up to 1000FT),$8242.11,$5481.00,,,,,1,,ULC UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-9533-U,UL 2524 LISTED PUBLIC SAFETY 700/800 MHZ CHANNELIZED DIGITAL REPEATER (33 DBM OUTPUT 95 DB GAIN) W/ ANNUNCIATOR,$12363.91,$8222.00,,,,,1,Discontinued Item,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-9533-U1,UL 2524 Listed Public Safety 700/800 Mhz channelized digital repeater (33 dbm Output 95 db Gain) with Annunciator,$12363.91,$8222.00,,,,,1,,ULC CSFM UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-9533-U1-27,700/800 Channel Digital Repeater,$9600.00,$6384.00,,,,,1,,ULC CSFM UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-9533-U-27,700/800 Channel Digital Repeater,$9600.00,$6384.00,,,,,1,Discontinued Item,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-9533-U-27-KEY,PSR-78-9533-U-27 SOFTWARE UNLOCK KEY FOR PSR-78-9533-U CONVERSION,$2472.18,$1644.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-9537-U,UL 2524 LISTED PUBLIC SAFETY 700/800 MHZ CHANNELIZED DIGITAL REPEATER (37 DBM OUTPUT 95 DB GAIN) W/ ANNUNCIATOR,$15000.00,$9975.00,,,,,1,Discontinued Item,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-78-9537-U1,UL 2524 Listed Public Safety 700/800 MHZ Channelized Digital Repeater (37 DBM Output 95 DB Gain) w/Annunciator,$15000.00,$9975.00,,,,,1,,ULC CSFM UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-AAI-CBL,Dry Contact Alarm Cable for PSR-78 PSR-VU and ADXV N4X RU,$390.98,$260.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-ANN-L,PSR Annunciator (8-PIN) Compatible with the PSR-78-8527-PKG and PSR-U Series with adaptor kit (Support up to 1000FT),$1030.08,$685.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-ANN-L-CBL-1000,1000ft PSR-ANN-L Annunciator Cable,$1709.77,$1137.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-ANN-L-CBL-500,500ft PSR-ANN-L Annunciator Cable,$1133.83,$754.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-ANN-L-CBL-6,6ft PSR-ANN-L Annunciator Cable,$103.76,$69.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-ANN-L-CBL-98,98ft PSR-ANN-L Annunciator Cable,$288.72,$192.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-ANN-U,PSR Annunciator (12-pin) compatible only with the PSR-U series,$1030.08,$685.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-CBL-AC-10,10ft AC Power Cable for PSR-78/PSR-VU,$227.07,$151.00,,,,,1,,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-EPO-CBL-X,PSR-EPO AC/DC CABLES FOR PSR-X,$618.05,$411.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-EPO-PKG-U,PSR EMERGENCY POWER OFF SWITCH + PSR EMERGENCY POWER OFF SWITCH NEMA TYPE-4 ENCLOSURE,$4306.77,$2864.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-EPO-PKG-X,PSR EMERGENCY POWER OFF SWITCH + PSR-EPO AC/DC CABLES FOR PSR-X,$3338.35,$2220.00,,,,,1,,UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-U-9537-U,UL 2524 Listed public safety UHF channelized Digital Repeater (37 DBM OUTPUT 95 DB GAIN) w/ Annunciator,$13000.00,$8645.00,,,,,1,Discontinued Item,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-U-9537-U1,UL 2524 Listed public safety UHF channelized Digital Repeater (37 DBM OUTPUT 95 DB GAIN) w/ Annunciator,$13000.00,$8645.00,,,,,1,,ULC CSFM UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-VU-9537-U,UL 2524 Listed public safety VHF/UHF channelized Digital Repeater (37 DBM OUTPUT 95 DB GAIN) w/Annunciator,$13000.00,$8645.00,,,,,1,Discontinued Item,,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-VU-9537-U1,UL 2524 Listed public safety VHF/UHF channelized Digital Repeater (37 DBM OUTPUT 95 DB GAIN) w/Annunciator,$13000.00,$8645.00,,,,,1,,ULC CSFM UL,KR,
Advanced RF Technologies (ADRF),Repeater,PSR-VU-RMK,19 RACK MOUNT BRACKET FOR PSR?VU?9537 OR PSR-78-9537,$679.70,$452.00,,,,,1,,,KR,
